Rank;Sourceid;Title;Type;Issn;Publisher;Open Access;Open Access Diamond;SJR;SJR Best Quartile;H index;Total Docs. (2024);Total Docs. (3years);Total Refs.;Total Citations (3years);Citable Docs. (3years);Citations / Doc. (2years);Ref. / Doc.;%Female;Overton;SDG;Country;Region;Publisher;Coverage;Categories;Areas
2108;21101040605;"Turyzm/Tourism";journal;"08675856, 20806922";"Lodz University Press";Yes;Yes;0,216;Q3;12;28;74;1729;94;74;1,33;61,75;47,22;0;16;Poland;Eastern Europe;"Lodz University Press";"2001-2024";"Economics, Econometrics and Finance (miscellaneous) (Q3); Geography, Planning and Development (Q3); Social Sciences (miscellaneous) (Q3); Sociology and Political Science (Q3); Tourism, Leisure and Hospitality Management (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
2109;21101104846;"Cuestiones Teologicas";journal;"23899980, 0120131X";"Universidad Pontificia Bolivariana";Yes;Yes;0,215;Q1;3;24;66;1143;16;64;0,24;47,63;18,52;0;2;Colombia;Latin America;"Universidad Pontificia Bolivariana";"2019-2025";"Religious Studies (Q1)";"Arts and Humanities"
2110;21101134692;"Studia Warminskie";journal;"01376624";"University of Warmia and Mazury in Olsztyn";Yes;Yes;0,215;Q1;5;35;92;1039;45;92;0,58;29,69;45,24;0;4;Poland;Eastern Europe;"University of Warmia and Mazury in Olsztyn";"2019-2024";"History (Q1); Religious Studies (Q1); Philosophy (Q2); Law (Q3); Social Sciences (miscellaneous) (Q3); Developmental and Educational Psychology (Q4); Social Psychology (Q4)";"Arts and Humanities; Psychology; Social Sciences"
2111;5800207832;"Estudios de Cultura Maya";journal;"24485179, 01852574";"Universidad Nacional Autonoma de Mexico, Instituto de Investigaciones Filosoficas";Yes;Yes;0,215;Q2;10;25;68;1301;20;68;0,34;52,04;43,24;0;3;Mexico;Latin America;"Universidad Nacional Autonoma de Mexico, Instituto de Investigaciones Filosoficas";"2013-2024";"Archeology (Q2); Archeology (arts and humanities) (Q2); Cultural Studies (Q2); Anthropology (Q3)";"Arts and Humanities; Social Sciences"
2112;21100259513;"Norsk Lingvistisk Tidsskrift";journal;"08003076";"Novus Forlag";Yes;Yes;0,215;Q2;6;7;42;407;16;39;0,52;58,14;44,44;0;1;Norway;Western Europe;"Novus Forlag";"2013-2024";"Linguistics and Language (Q2)";"Social Sciences"
2113;21100867459;"Educacion Matematica";journal;"24488089, 01878298";"Mexican Society for Research and Dissemination of Mathematics Education";No;Yes;0,215;Q3;8;34;118;1115;48;108;0,32;32,79;56,16;0;3;Mexico;Latin America;"Mexican Society for Research and Dissemination of Mathematics Education";"2018-2024";"Education (Q3); Mathematics (miscellaneous) (Q4)";"Mathematics; Social Sciences"
2114;21101068584;"R-Economy";journal;"24120731";"Ural Federal University";Yes;Yes;0,215;Q3;8;29;80;1228;60;79;0,93;42,34;55,56;0;26;Russian Federation;Eastern Europe;"Ural Federal University";"2019-2024";"Economics, Econometrics and Finance (miscellaneous) (Q3); Geography, Planning and Development (Q3); Public Administration (Q3)";"Economics, Econometrics and Finance; Social Sciences"
2115;21100433341;"Saudi Endodontic Journal";journal;"23201495, 22789618";"Wolters Kluwer Medknow Publications";Yes;Yes;0,215;Q3;16;39;158;1365;103;149;0,60;35,00;57,29;0;1;India;Asiatic Region;"Wolters Kluwer Medknow Publications";"2015-2024";"Dentistry (miscellaneous) (Q3)";"Dentistry"
2116;21101089145;"Ukrainian Food Journal";journal;"2304974X, 23135891";"National University of Food Technologies";Yes;Yes;0,215;Q3;11;45;130;1982;133;127;0,85;44,04;63,64;0;8;Ukraine;Eastern Europe;"National University of Food Technologies";"2019-2024";"Food Science (Q3); Biochemistry (Q4)";"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology"
2117;21100868232;"Advances in Oceanography and Limnology";journal;"1947573X, 19475721";"Page Press Publications";Yes;Yes;0,215;Q4;22;7;25;185;18;24;0,80;26,43;59,09;0;4;Italy;Western Europe;"Page Press Publications";"2010-2024";"Aquatic Science (Q4); Oceanography (Q4)";"Agricultural and Biological Sciences; Earth and Planetary Sciences"
2118;28950;"Contributions to Geophysics and Geodesy";journal;"13380540, 13352806";"The Earth Science Institute of SAS";Yes;Yes;0,215;Q4;21;19;64;659;56;64;0,84;34,68;25,32;0;5;Slovakia;Eastern Europe;"The Earth Science Institute of SAS";"1992, 2000-2024";"Geophysics (Q4)";"Earth and Planetary Sciences"
2119;21101155948;"Experimental Psychology (Russia)";journal;"20727593, 23117036";"Moscow State University of Psychology and Education";Yes;Yes;0,215;Q4;8;57;168;1820;88;168;0,57;31,93;57,45;0;7;Russian Federation;Eastern Europe;"Moscow State University of Psychology and Education";"2019-2024";"Experimental and Cognitive Psychology (Q4); Neuropsychology and Physiological Psychology (Q4); Psychology (miscellaneous) (Q4)";"Psychology"
2120;21100838844;"Eastern Journal of European Studies";journal;"20686633, 2068651X";"Universitatea Alexandru Ioan Cuza";Yes;Yes;0,214;Q1;11;47;122;2394;98;119;0,90;50,94;50,54;0;21;Romania;Eastern Europe;"Universitatea Alexandru Ioan Cuza";"2017-2024";"History (Q1); Economics, Econometrics and Finance (miscellaneous) (Q3); Political Science and International Relations (Q3); Sociology and Political Science (Q3)";"Arts and Humanities; Economics, Econometrics and Finance; Social Sciences"
2121;21100925741;"Spirituality Studies";journal;"13399578";"Society for Spirituality Studies";Yes;Yes;0,214;Q1;3;13;44;515;17;37;0,38;39,62;37,50;0;3;Slovakia;Eastern Europe;"Society for Spirituality Studies";"2019-2024";"Religious Studies (Q1); Philosophy (Q2)";"Arts and Humanities"
2122;21100920639;"Actualidad Juridica Iberoamericana";journal;"23864567";"Ibero-American Law Institute";No;Yes;0,214;Q3;4;110;539;4152;52;535;0,10;37,75;53,13;1;28;Spain;Western Europe;"Ibero-American Law Institute";"2019-2024";"Law (Q3)";"Social Sciences"
2123;21100217204;"Boletin de Geologia";journal;"21458553, 01200283";"Universidad Industrial de Santander";Yes;Yes;0,214;Q3;12;24;85;1195;49;79;0,50;49,79;37,18;0;2;Colombia;Latin America;"Universidad Industrial de Santander";"2012-2024";"Earth and Planetary Sciences (miscellaneous) (Q3)";"Earth and Planetary Sciences"
2124;21100444329;"European Journal of Government and Economics";journal;"22547088";"University of Coruna, Faculty of Economics and Business";Yes;Yes;0,214;Q3;10;13;31;698;27;30;1,05;53,69;48,15;0;11;Spain;Western Europe;"University of Coruna, Faculty of Economics and Business";"2012-2024";"Public Administration (Q3); Economics and Econometrics (Q4)";"Economics, Econometrics and Finance; Social Sciences"
2125;21101117185;"Gateways";journal;"18363393";"UTS ePRESS";Yes;Yes;0,214;Q3;7;8;53;308;48;51;0,68;38,50;60,47;0;5;Australia;Pacific Region;"UTS ePRESS";"2019-2025";"Multidisciplinary (Q3)";"Multidisciplinary"
2126;21101028597;"Ledger";journal;"23795980";"University Library System, University of Pittsburgh";Yes;Yes;0,214;Q3;10;9;18;350;20;14;0,89;38,89;17,65;0;1;United States;Northern America;"University Library System, University of Pittsburgh";"2019-2024";"Computer Science (miscellaneous) (Q3); Economics, Econometrics and Finance (miscellaneous) (Q3); Computer Science Applications (Q4); Software (Q4)";"Computer Science; Economics, Econometrics and Finance"
2127;21100778840;"Obesity and Metabolism";journal;"20718713, 23065524";"Endocrinology Research Centre (Moscow)";Yes;Yes;0,214;Q3;14;44;130;1882;168;130;0,85;42,77;76,10;0;33;Russian Federation;Eastern Europe;"Endocrinology Research Centre (Moscow)";"2016-2024";"Internal Medicine (Q3); Endocrinology (Q4); Endocrinology, Diabetes and Metabolism (Q4); Nutrition and Dietetics (Q4); Public Health, Environmental and Occupational Health (Q4)";"Biochemistry, Genetics and Molecular Biology; Medicine; Nursing"
2128;4700152850;"Revista Brasileira de Ensino de Fisica";journal;"01024744";"Sociedade Brasileira de Fisica";Yes;Yes;0,214;Q3;16;148;381;4644;144;380;0,49;31,38;16,53;0;11;Brazil;Latin America;"Sociedade Brasileira de Fisica";"2006-2025";"Education (Q3); Physics and Astronomy (miscellaneous) (Q3)";"Physics and Astronomy; Social Sciences"
2129;21100872374;"Russian Journal of Earth Sciences";journal;"16811178, 16811208";"Geophysical Center of the Russian Academy of Sciences";Yes;Yes;0,214;Q3;23;69;158;2448;101;157;0,64;35,48;38,54;0;9;Russian Federation;Eastern Europe;"Geophysical Center of the Russian Academy of Sciences";"1998-2024";"Earth and Planetary Sciences (miscellaneous) (Q3)";"Earth and Planetary Sciences"
2130;21100811516;"Serie Correlacion Geologica";journal;"15144186, 16669479";"Instituto Superior de Correlacion Geologica";Yes;Yes;0,214;Q3;5;7;23;270;11;23;0,53;38,57;50,00;0;2;Argentina;Latin America;"Instituto Superior de Correlacion Geologica";"2016-2024";"Stratigraphy (Q3); Geochemistry and Petrology (Q4); Geology (Q4); Geotechnical Engineering and Engineering Geology (Q4); Paleontology (Q4)";"Earth and Planetary Sciences"
2131;19565;"Anales del Sistema Sanitario de Navarra";journal;"11376627";"Gobierno de Navarra";Yes;Yes;0,214;Q4;26;43;148;1050;105;114;0,75;24,42;50,00;0;14;Spain;Western Europe;"Gobierno de Navarra";"1999-2025";"Medicine (miscellaneous) (Q4)";"Medicine"
2132;21101153195;"Clinical Psychology and Special Education";journal;"23040394";"Moscow State University of Psychology and Education";Yes;Yes;0,214;Q4;4;47;38;1697;41;38;1,08;36,11;75,38;0;13;Russian Federation;Eastern Europe;"Moscow State University of Psychology and Education";"2023-2024";"Clinical Psychology (Q4); Developmental and Educational Psychology (Q4); Experimental and Cognitive Psychology (Q4); Neuropsychology and Physiological Psychology (Q4)";"Psychology"
2133;21100199736;"Technische Mechanik";journal;"02323869";"Magdeburger Verein fur Technische Mechanik e. V.";Yes;Yes;0,214;Q4;14;16;33;437;24;32;0,77;27,31;16,67;0;3;Germany;Western Europe;"Magdeburger Verein fur Technische Mechanik e. V.";"1981-1982, 1985, 2011-2024";"Mechanical Engineering (Q4); Mechanics of Materials (Q4)";"Engineering"
2134;21101062488;"Tonkie Khimicheskie Tekhnologii";journal;"26867575, 24106593";"MIREA - Russian Technological University";Yes;Yes;0,214;Q4;8;41;120;1019;104;120;0,86;24,85;38,54;0;10;Russian Federation;Eastern Europe;"MIREA - Russian Technological University";"2019-2025";"Fluid Flow and Transfer Processes (Q4); Inorganic Chemistry (Q4); Organic Chemistry (Q4); Process Chemistry and Technology (Q4)";"Chemical Engineering; Chemistry"
2135;21100944721;"Cadernos de Traducao";journal;"21757968, 1414526X";"Universidade Federal de Santa Catarina";Yes;Yes;0,213;Q1;7;112;257;3440;56;256;0,27;30,71;66,23;0;10;Brazil;Latin America;"Universidade Federal de Santa Catarina";"2019-2024";"Literature and Literary Theory (Q1); Linguistics and Language (Q2)";"Arts and Humanities; Social Sciences"
2136;21101058350;"En la Espana Medieval";journal;"02143038, 19882971";"Universidad Complutense Madrid";Yes;Yes;0,213;Q1;3;13;62;2201;13;61;0,27;169,31;33,33;0;4;Spain;Western Europe;"Universidad Complutense Madrid";"2019-2024";"History (Q1)";"Arts and Humanities"
2137;5800207759;"Revista de Filologia Espanola";journal;"02109174, 19888538";"CSIC Consejo Superior de Investigaciones Cientificas";Yes;Yes;0,213;Q1;10;13;59;716;15;58;0,21;55,08;57,14;0;0;Spain;Western Europe;"CSIC Consejo Superior de Investigaciones Cientificas";"1996-2024";"Literature and Literary Theory (Q1); Linguistics and Language (Q2)";"Arts and Humanities; Social Sciences"
2138;21100945761;"Revista de Historia (Chile)";journal;"07169108, 07178832";"Universidad de Concepcion";Yes;Yes;0,213;Q1;5;28;129;1521;40;120;0,30;54,32;20,00;0;3;Chile;Latin America;"Universidad de Concepcion";"2019-2024";"History (Q1)";"Arts and Humanities"
2139;21100897945;"Educacao and Realidade";journal;"01003143, 21756236";"Universidade Federal do Rio Grande do Sul,Faculdade de Educacao";Yes;Yes;0,213;Q2;8;55;177;2119;49;176;0,28;38,53;53,06;0;25;Brazil;Latin America;"Universidade Federal do Rio Grande do Sul,Faculdade de Educacao";"2018-2024";"Arts and Humanities (miscellaneous) (Q2); Education (Q3); Social Sciences (miscellaneous) (Q3)";"Arts and Humanities; Social Sciences"
2140;19700172808;"Isegoria";journal;"19888376, 11302097";"CSIC Consejo Superior de Investigaciones Cientificas";Yes;Yes;0,213;Q2;10;31;153;1200;43;146;0,30;38,71;33,33;0;4;Spain;Western Europe;"CSIC Consejo Superior de Investigaciones Cientificas";"2009-2024";"Philosophy (Q2)";"Arts and Humanities"
2141;21101033947;"Normas";journal;"21747245";"Universitat de Valencia";Yes;Yes;0,213;Q2;3;17;38;609;17;38;0,41;35,82;50,00;0;1;Spain;Western Europe;"Universitat de Valencia";"2019-2024";"Linguistics and Language (Q2)";"Social Sciences"
2142;21100199707;"Graellsia";journal;"03675041, 1989953X";"CSIC Consejo Superior de Investigaciones Cientificas";Yes;Yes;0,213;Q3;14;10;88;338;32;78;0,35;33,80;9,09;0;2;Spain;Western Europe;"CSIC Consejo Superior de Investigaciones Cientificas";"2011-2024";"Animal Science and Zoology (Q3); Ecology, Evolution, Behavior and Systematics (Q4)";"Agricultural and Biological Sciences"
2143;21100847442;"Indonesian Journal on Geoscience";journal;"23559306, 23559314";"Geological Agency";Yes;Yes;0,213;Q3;12;30;89;1008;64;89;0,59;33,60;18,18;0;8;Indonesia;Asiatic Region;"Geological Agency";"2014-2024";"Earth and Planetary Sciences (miscellaneous) (Q3)";"Earth and Planetary Sciences"
2144;5700164134;"Interamerican Journal of Psychology";journal;"00349690";"Sociedad Interamericana de Psicologia";Yes;Yes;0,213;Q4;25;30;92;1677;45;92;0,34;55,90;54,22;0;8;United States;Northern America;"Sociedad Interamericana de Psicologia";"2000-2024";"Psychology (miscellaneous) (Q4)";"Psychology"
2145;21100942816;"Shagi/ Steps";journal;"27821765, 24129410";"Russian Presidential Academy of National Economy and Public Administration";Yes;Yes;0,212;Q2;3;77;204;2198;20;197;0,09;28,55;69,05;0;2;Russian Federation;Eastern Europe;"Russian Presidential Academy of National Economy and Public Administration";"2019-2024";"Arts and Humanities (miscellaneous) (Q2); Social Sciences (miscellaneous) (Q3); Psychology (miscellaneous) (Q4)";"Arts and Humanities; Psychology; Social Sciences"
2146;21101067744;"Zanry Reci";journal;"23110759, 23110740";"Saratov State University";Yes;Yes;0,212;Q2;6;37;105;875;29;105;0,25;23,65;77,27;0;4;Russian Federation;Eastern Europe;"Saratov State University";"2019-2024";"Linguistics and Language (Q2)";"Social Sciences"
2147;21100865569;"Granja";journal;"13908596, 13903799";"Universidad Politecnica Salesiana";Yes;Yes;0,212;Q3;9;20;63;1066;48;61;0,63;53,30;26,09;0;12;Ecuador;Latin America;"Universidad Politecnica Salesiana";"2018-2024";"Agricultural and Biological Sciences (miscellaneous) (Q3); Earth and Planetary Sciences (miscellaneous) (Q3); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q4); Environmental Science (miscellaneous) (Q4)";"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology; Earth and Planetary Sciences; Environmental Science"
2148;21101072338;"Journal of Qualitative Research in Health Science";journal;"26456109";"Kerman University of Medical Sciences";Yes;Yes;0,212;Q3;5;32;98;1061;48;97;0,47;33,16;52,73;0;14;Iran;Middle East;"Kerman University of Medical Sciences";"2019-2025";"Nursing (miscellaneous) (Q3); Health (social science) (Q4); Medicine (miscellaneous) (Q4)";"Medicine; Nursing; Social Sciences"
2149;19700182354;"Movimento";journal;"19828918, 0104754X";"Universidade Federal do Rio Grande do Sul";Yes;Yes;0,212;Q3;19;60;225;2246;124;225;0,53;37,43;39,22;0;16;Brazil;Latin America;"Universidade Federal do Rio Grande do Sul";"2010-2024";"Education (Q3)";"Social Sciences"
2150;21100211728;"Oman Journal of Ophthalmology";journal;"09747842, 0974620X";"Wolters Kluwer Medknow Publications";Yes;Yes;0,212;Q3;24;101;300;1578;134;254;0,41;15,62;44,96;0;22;India;Asiatic Region;"Wolters Kluwer Medknow Publications";"2011-2024";"Ophthalmology (Q3)";"Medicine"
2151;21101032633;"Social Psychology and Society";journal;"22211527, 23117052";"Moscow State University of Psychology and Education";Yes;Yes;0,212;Q3;9;55;169;1977;109;166;0,71;35,95;74,55;0;12;Russian Federation;Eastern Europe;"Moscow State University of Psychology and Education";"2016-2024";"Social Sciences (miscellaneous) (Q3); Applied Psychology (Q4); Social Psychology (Q4)";"Psychology; Social Sciences"
2152;21100211304;"Psicologia Escolar e Educacional";journal;"14138557, 21753539";"Associacao Brasileira de Psicologia Escolar e Educacional (ABRAPEE)";Yes;Yes;0,212;Q4;16;7;83;150;47;81;0,46;21,43;66,67;0;4;Brazil;Latin America;"Associacao Brasileira de Psicologia Escolar e Educacional (ABRAPEE)";"2012-2024";"Developmental and Educational Psychology (Q4); Social Psychology (Q4)";"Psychology"
2153;23830;"Vikalpa";journal;"23953799, 02560909";"SAGE Publications Ltd";Yes;Yes;0,212;Q4;37;27;63;1089;76;49;0,86;40,33;33,33;0;11;India;Asiatic Region;"SAGE Publications Ltd";"1981-1982, 1986, 1994, 1996-2025";"Business, Management and Accounting (miscellaneous) (Q4); Decision Sciences (miscellaneous) (Q4)";"Business, Management and Accounting; Decision Sciences"
2154;21101162548;"Zhurnal Srednevolzhskogo Matematicheskogo Obshchestva";journal;"20796900, 25877496";"National Research Ogarev Mordovia State University";Yes;Yes;0,212;Q4;3;22;77;372;16;77;0,21;16,91;29,27;0;0;Russian Federation;Eastern Europe;"National Research Ogarev Mordovia State University";"2021-2024";"Applied Mathematics (Q4); Computational Mathematics (Q4); Control and Optimization (Q4); Mathematics (miscellaneous) (Q4)";"Mathematics"
2155;83082;"Historia Agraria";journal;"11391472";"Universitat Autonoma de Barcelona";Yes;Yes;0,211;Q1;22;7;78;671;48;77;0,57;95,86;30,00;0;5;Spain;Western Europe;"Universitat Autonoma de Barcelona";"1998-2024";"History (Q1); Arts and Humanities (miscellaneous) (Q2); Agricultural and Biological Sciences (miscellaneous) (Q3); Geography, Planning and Development (Q3); Multidisciplinary (Q3)";"Agricultural and Biological Sciences; Arts and Humanities; Multidisciplinary; Social Sciences"
2156;21100247019;"Iluminace";journal;"0862397X, 25709267";"National Film Archive";Yes;Yes;0,211;Q1;5;20;61;788;24;51;0,30;39,40;26,32;0;1;Czech Republic;Eastern Europe;"National Film Archive";"2013-2024";"Visual Arts and Performing Arts (Q1)";"Arts and Humanities"
2157;24307;"Revista de historia";journal;"00348309, 23169141";"Universidade de Sao Paulo, Faculdade de Filosofia";Yes;Yes;0,211;Q1;6;44;150;2824;17;148;0,12;64,18;15,56;0;6;Brazil;Latin America;"Universidade de Sao Paulo, Faculdade de Filosofia";"1968-1971, 1973, 1975-1978, 1999-2001, 2017-2024";"History (Q1)";"Arts and Humanities"
2158;21100927978;"Vestnik Volgogradskogo Gosudarstvennogo Universiteta, Seriia 4: Istoriia, Regionovedenie, Mezhdunarodnye Otnosheniia";journal;"19989938, 23128704";"Volgograd State University";Yes;Yes;0,211;Q1;5;119;392;4328;59;391;0,17;36,37;33,95;0;27;Russian Federation;Eastern Europe;"Volgograd State University";"2019-2024";"History (Q1); Cultural Studies (Q2); Political Science and International Relations (Q3); Sociology and Political Science (Q3)";"Arts and Humanities; Social Sciences"
2159;21101053555;"Conatus - Journal of Philosophy";journal;"26539373, 24593842";"NKUA Applied Philosophy Research Laboratory";Yes;Yes;0,211;Q2;5;22;91;795;69;91;0,78;36,14;34,38;0;3;Greece;Western Europe;"NKUA Applied Philosophy Research Laboratory";"2018-2024";"Philosophy (Q2)";"Arts and Humanities"
2160;21100903455;"Res Rhetorica";journal;"23923113";"Polish Rhetoric Society";Yes;Yes;0,211;Q2;4;44;100;1506;29;97;0,21;34,23;67,24;0;4;Poland;Eastern Europe;"Polish Rhetoric Society";"2019-2024";"Linguistics and Language (Q2); Communication (Q3)";"Social Sciences"
2161;21101030015;"Sustainable Multilingualism";journal;"23352027, 23352019";"Sciendo";Yes;Yes;0,211;Q2;6;20;59;991;46;59;0,85;49,55;68,29;0;5;Poland;Eastern Europe;"Sciendo";"2019-2024";"Linguistics and Language (Q2)";"Social Sciences"
2162;21101153194;"Agricultural Biotechnology Journal";journal;"22286705, 22286500";"Shahid Bahonar University of Kerman";Yes;Yes;0,211;Q3;5;47;117;2233;98;117;0,94;47,51;29,91;0;23;Iran;Middle East;"Shahid Bahonar University of Kerman";"2021-2024";"Agronomy and Crop Science (Q3)";"Agricultural and Biological Sciences"
2163;21101152134;"Hogre Utbildning";journal;"20007558";"Cappelen Damm Akademisk, Nordic Open Scholarly Publishing (NOASP)";Yes;Yes;0,211;Q3;4;23;73;684;25;70;0,17;29,74;67,50;0;8;Norway;Western Europe;"Cappelen Damm Akademisk, Nordic Open Scholarly Publishing (NOASP)";"2019-2024";"Education (Q3)";"Social Sciences"
2164;21101185610;"Physio-Geo";journal;"1958573X";"Claude Martin";Yes;Yes;0,211;Q3;5;9;34;417;24;28;0,52;46,33;16,00;0;5;France;Western Europe;"Claude Martin";"2019-2024";"Earth-Surface Processes (Q3); Nature and Landscape Conservation (Q3); Ecology (Q4); Water Science and Technology (Q4)";"Earth and Planetary Sciences; Environmental Science"
2165;21100400803;"Revista Iberoamericana de Educacion Superior";journal;"20072872";"Elsevier B.V.";Yes;Yes;0,211;Q3;13;32;102;1288;62;102;0,54;40,25;60,00;0;13;Mexico;Latin America;"Elsevier B.V.";"2015-2024";"Education (Q3)";"Social Sciences"
2166;21100857217;"South-East European Forestry";journal;"18476481, 18490891";"Croatian Forest Research Institute";Yes;Yes;0,211;Q3;12;22;54;1204;40;54;0,58;54,73;35,79;0;14;Croatia;Eastern Europe;"Croatian Forest Research Institute";"2017-2024";"Forestry (Q3)";"Agricultural and Biological Sciences"
2167;21101021578;"U.Porto Journal of Engineering";journal;"21836493";"Universidade do Porto - Faculdade de Engenharia";Yes;Yes;0,211;Q3;8;21;167;582;102;160;0,56;27,71;39,58;0;9;Portugal;Western Europe;"Universidade do Porto - Faculdade de Engenharia";"2015-2024";"Engineering (miscellaneous) (Q3)";"Engineering"
2168;21101192716;"Dubai Medical Journal";journal;"2571726X";"Knowledge E";Yes;Yes;0,211;Q4;9;29;164;868;103;160;0,60;29,93;44,25;0;8;Switzerland;Western Europe;"Knowledge E";"2019-2024";"Medicine (miscellaneous) (Q4)";"Medicine"
2169;21100438180;"Nanosistemi, Nanomateriali, Nanotehnologii";journal;"18165230, 26173794";"G.V. Kurdyumov Institute for Metal Physics of N.A.S. of Ukraine";Yes;Yes;0,211;Q4;13;60;241;2470;289;236;1,37;41,17;40,63;0;9;Ukraine;Eastern Europe;"G.V. Kurdyumov Institute for Metal Physics of N.A.S. of Ukraine";"2015-2024";"Ceramics and Composites (Q4); Electronic, Optical and Magnetic Materials (Q4); Materials Science (miscellaneous) (Q4); Surfaces, Coatings and Films (Q4)";"Materials Science"
2170;21101245234;"Pan-American Journal of Mathematics";journal;"28324293";"Mathyze Publishers";Yes;Yes;0,211;Q4;3;24;35;711;23;35;0,66;29,63;5,88;0;0;United States;Northern America;"Mathyze Publishers";"2022-2025";"Applied Mathematics (Q4); Computational Mathematics (Q4); Discrete Mathematics and Combinatorics (Q4); Modeling and Simulation (Q4)";"Mathematics"
2171;21100326272;"Russian Journal of Cardiology";journal;"15604071";"Russian Society of Cardiology";Yes;Yes;0,211;Q4;31;196;664;5430;645;659;0,94;27,70;67,76;0;116;Russian Federation;Eastern Europe;"Russian Society of Cardiology";"2008-2024";"Cardiology and Cardiovascular Medicine (Q4)";"Medicine"
2172;21100780547;"Tuberculosis and Lung Diseases";journal;"25421506, 20751230";"New Terra Publishing House";Yes;Yes;0,211;Q4;21;72;293;1441;154;293;0,54;20,01;63,22;0;64;Russian Federation;Eastern Europe;"New Terra Publishing House";"2010, 2017-2024";"Infectious Diseases (Q4); Pulmonary and Respiratory Medicine (Q4)";"Medicine"
2173;21100942897;"Historia, Instituciones, Documentos";journal;"02107716, 22538291";"Universidad de Sevilla";Yes;Yes;0,210;Q1;3;16;64;782;9;63;0,12;48,88;28,57;0;2;Spain;Western Europe;"Universidad de Sevilla";"2019-2024";"History (Q1); Cultural Studies (Q2); Law (Q3); Sociology and Political Science (Q3)";"Arts and Humanities; Social Sciences"
2174;21100921165;"Mitologias Hoy";journal;"20141130";"Universitat Autonoma de Barcelona";Yes;Yes;0,210;Q1;4;37;129;1049;25;120;0,27;28,35;50,00;0;3;Spain;Western Europe;"Universitat Autonoma de Barcelona";"2019-2024";"Literature and Literary Theory (Q1)";"Arts and Humanities"
2175;5700168481;"Revista Brasileira de Politica Internacional";journal;"19833121, 00347329";"Instituto Brasileiro de Relacoes Internacionais";Yes;Yes;0,210;Q1;22;25;75;1406;78;73;0,76;56,24;55,81;0;7;Brazil;Latin America;"Instituto Brasileiro de Relacoes Internacionais";"2008-2024";"History (Q1); Political Science and International Relations (Q3)";"Arts and Humanities; Social Sciences"
2176;21101073950;"Annals of Critical Care";journal;"1818474X, 17269806";"Practical Medicine Publishing House LLC";Yes;Yes;0,210;Q2;10;58;129;2318;139;126;0,96;39,97;37,76;0;18;Russian Federation;Eastern Europe;"Practical Medicine Publishing House LLC";"2018-2025";"Emergency Medical Services (Q2); Anesthesiology and Pain Medicine (Q3); Critical Care and Intensive Care Medicine (Q3); Emergency Medicine (Q3); Law (Q3)";"Health Professions; Medicine; Social Sciences"
2177;21101024199;"Disparidades. Revista de Antropologia";journal;"26596881";"CSIC Consejo Superior de Investigaciones Cientificas";Yes;Yes;0,210;Q2;14;22;102;1054;43;99;0,49;47,91;46,15;0;6;Spain;Western Europe;"CSIC Consejo Superior de Investigaciones Cientificas";"2019-2024";"Cultural Studies (Q2); Linguistics and Language (Q2); Anthropology (Q3)";"Social Sciences"
2178;21100944646;"SiSal Journal";journal;"21853762";"Kanda University of International Studies";Yes;Yes;0,210;Q2;7;36;92;1058;48;81;0,58;29,39;45,45;0;6;Japan;Asiatic Region;"Kanda University of International Studies";"2019-2024";"Linguistics and Language (Q2); Computer Science Applications (Q4); Education (Q4)";"Computer Science; Social Sciences"
2179;19200156920;"Biotechnology, Agronomy, Society and Environment";journal;"13706233, 17804507";"Les Presses Agronomiques de Gembloux";Yes;Yes;0,210;Q3;49;14;75;596;58;74;0,67;42,57;29,58;0;5;Belgium;Western Europe;"Les Presses Agronomiques de Gembloux";"1997-2024";"Agronomy and Crop Science (Q3); Forestry (Q3); Geography, Planning and Development (Q3); Biotechnology (Q4); Plant Science (Q4)";"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology; Social Sciences"
2180;21100802779;"Clinical Diabetology";journal;"24508187, 24507458";"Via Medica";Yes;Yes;0,210;Q3;10;53;175;1453;98;149;0,53;27,42;41,99;0;49;Poland;Eastern Europe;"Via Medica";"2015-2024";"Internal Medicine (Q3); Endocrinology, Diabetes and Metabolism (Q4)";"Medicine"
2181;7000153282;"Earth Sciences Research Journal";journal;"17946190, 23393459";"Universidad Nacional de Colombia";Yes;Yes;0,210;Q3;25;40;110;2149;77;110;0,63;53,73;23,13;0;16;Colombia;Latin America;"Universidad Nacional de Colombia";"2007-2024";"Earth and Planetary Sciences (miscellaneous) (Q3)";"Earth and Planetary Sciences"
2182;21100928807;"Electrica";journal;"26199831";"Istanbul University";Yes;Yes;0,210;Q3;17;76;146;2321;181;146;1,02;30,54;25,48;0;24;Turkey;Middle East;"Istanbul University";"2018-2024";"Electrical and Electronic Engineering (Q3)";"Engineering"
2183;21100208042;"Engineering Transactions";journal;"0867888X";"Institute of Fundamental Technological Research";Yes;Yes;0,210;Q3;14;22;73;635;80;73;1,19;28,86;26,79;0;5;Poland;Eastern Europe;"Institute of Fundamental Technological Research";"2012-2024";"Engineering (miscellaneous) (Q3)";"Engineering"
