Rank;Sourceid;Title;Type;Issn;Publisher;Open Access;Open Access Diamond;SJR;SJR Best Quartile;H index;Total Docs. (2024);Total Docs. (3years);Total Refs.;Total Citations (3years);Citable Docs. (3years);Citations / Doc. (2years);Ref. / Doc.;%Female;Overton;SDG;Country;Region;Publisher;Coverage;Categories;Areas
2184;23554;"Problemas del Desarrollo";journal;"03017036";"Universidad Nacional Autonoma de Mexico";Yes;Yes;0,210;Q3;13;24;94;1168;64;94;0,38;48,67;26,32;0;19;Mexico;Latin America;"Universidad Nacional Autonoma de Mexico";"1979-1980, 1992-1993, 2009-2025";"Development (Q3); Economics and Econometrics (Q4)";"Economics, Econometrics and Finance; Social Sciences"
2185;19700201540;"RICYDE: Revista Internacional de Ciencias del Deporte";journal;"18853137";"Revista Internacional de Ciencias del Deporte";Yes;Yes;0,210;Q3;25;0;44;0;35;43;0,95;0,00;0,00;0;0;Spain;Western Europe;"Revista Internacional de Ciencias del Deporte";"2010-2023";"Physical Therapy, Sports Therapy and Rehabilitation (Q3); Sports Science (Q4)";"Health Professions"
2186;21101174377;"Rivista Italiana di Ornitologia";journal;"23850833, 00356875";"Page Press Publications";Yes;Yes;0,210;Q3;4;18;48;583;18;48;0,38;32,39;19,51;0;5;Italy;Western Europe;"Page Press Publications";"2019-2024";"Agricultural and Biological Sciences (miscellaneous) (Q3); Nature and Landscape Conservation (Q3); Animal Science and Zoology (Q4); Ecology (Q4); Ecology, Evolution, Behavior and Systematics (Q4)";"Agricultural and Biological Sciences; Environmental Science"
2187;21100203318;"Cardiovascular Therapy and Prevention (Russian Federation)";journal;"17288800";"Vserossiiskoe Obshchestvo Kardiologov";Yes;Yes;0,210;Q4;26;218;617;7416;559;588;0,85;34,02;68,17;0;129;Russian Federation;Eastern Europe;"Vserossiiskoe Obshchestvo Kardiologov";"2011-2024";"Cardiology and Cardiovascular Medicine (Q4); Education (Q4)";"Medicine; Social Sciences"
2188;21101070055;"ExRNA";journal;"23980060";"ELSP";Yes;Yes;0,210;Q4;15;19;48;1589;20;20;0,47;83,63;56,34;0;10;Hong Kong;Asiatic Region;"ELSP";"2019-2024";"Molecular Biology (Q4)";"Biochemistry, Genetics and Molecular Biology"
2189;39363;"Folia Medica";journal;"02048043, 13142143";"Medical University of Plovdiv";Yes;Yes;0,210;Q4;30;120;422;2883;311;422;0,64;24,03;47,11;0;52;Bulgaria;Eastern Europe;"Medical University of Plovdiv";"1961, 1964-2024";"Medicine (miscellaneous) (Q4)";"Medicine"
2190;21101040209;"Journal of Biomedical Photonics and Engineering";journal;"24112844";"Samara National Research University";Yes;Yes;0,210;Q4;10;47;124;1822;134;122;1,02;38,77;45,40;0;14;Russian Federation;Eastern Europe;"Samara National Research University";"2019-2024";"Acoustics and Ultrasonics (Q4); Atomic and Molecular Physics, and Optics (Q4); Biomaterials (Q4); Biomedical Engineering (Q4)";"Engineering; Materials Science; Physics and Astronomy"
2191;21101044836;"Journal of Computer Science and Technology (Argentina)";journal;"16666046, 16666038";"Facultad de Informatica, Universidad Nacional de La Plata";Yes;Yes;0,210;Q4;6;18;51;576;59;48;1,03;32,00;22,22;0;4;Argentina;Latin America;"Facultad de Informatica, Universidad Nacional de La Plata";"2019-2024";"Artificial Intelligence (Q4); Computer Science Applications (Q4); Computer Science (miscellaneous) (Q4); Computer Vision and Pattern Recognition (Q4); Hardware and Architecture (Q4); Software (Q4)";"Computer Science"
2192;10800153304;"Revista Brasileira de Educacao Especial";journal;"14136538";"Associacao Brasileira de Pesquisadores em Educacao Especial";Yes;Yes;0,210;Q4;14;46;143;1807;53;142;0,20;39,28;77,88;0;31;Brazil;Latin America;"Associacao Brasileira de Pesquisadores em Educacao Especial";"2007-2024";"Education (Q4)";"Social Sciences"
2193;19700188207;"Revista Mexicana de Analisis de la Conducta";journal;"20070802, 01854534";"Sociedad Mexicana de Analisis de la Conducta";No;Yes;0,210;Q4;13;14;49;457;8;48;0,21;32,64;37,04;0;0;Mexico;Latin America;"Sociedad Mexicana de Analisis de la Conducta";"1975, 2010-2024";"Applied Psychology (Q4); Experimental and Cognitive Psychology (Q4)";"Psychology"
2194;19900193917;"Anales del Seminario de Historia de la Filosofia";journal;"19882564, 02112337";"Universidad Complutense Madrid";Yes;Yes;0,209;Q2;6;73;179;1795;32;176;0,18;24,59;18,52;0;3;Spain;Western Europe;"Universidad Complutense Madrid";"2010-2025";"History and Philosophy of Science (Q2); Philosophy (Q2)";"Arts and Humanities"
2195;21100242217;"Archeologia Polski";journal;"00038180";"Polska Akademia Nauk";Yes;Yes;0,209;Q2;5;10;34;707;8;32;0,35;70,70;27,78;0;2;Poland;Eastern Europe;"Polska Akademia Nauk";"2012-2016, 2018-2024";"Archeology (Q2); Archeology (arts and humanities) (Q2)";"Arts and Humanities; Social Sciences"
2196;21101044933;"Contratexto";journal;"10259945, 19934904";"Universidad de Lima";Yes;Yes;0,209;Q2;4;21;82;787;48;75;0,68;37,48;43,24;0;4;Peru;Latin America;"Universidad de Lima";"2019-2024";"Linguistics and Language (Q2); Communication (Q3)";"Social Sciences"
2197;21100843011;"Hrvatski Dijalektoloski Zbornik";journal;"24594849, 0439691X";"Hrvatska Akademija Znanosti i Umjetnosti";Yes;Yes;0,209;Q2;4;9;34;534;6;34;0,29;59,33;80,00;0;0;Croatia;Eastern Europe;"Hrvatska Akademija Znanosti i Umjetnosti";"2017-2024";"Linguistics and Language (Q2)";"Social Sciences"
2198;21100854118;"Wacana";journal;"14112272, 24076899";"Faculty of Humanities, University of Indonesia";Yes;Yes;0,209;Q2;7;24;91;1185;65;87;0,58;49,38;13,04;0;3;Indonesia;Asiatic Region;"Faculty of Humanities, University of Indonesia";"2015-2024";"Arts and Humanities (miscellaneous) (Q2); Cultural Studies (Q2); Anthropology (Q3); Library and Information Sciences (Q3)";"Arts and Humanities; Social Sciences"
2199;22183;"Comptes Rendus Chimie";journal;"18781543, 16310748";"Elsevier B.V.";Yes;Yes;0,209;Q3;93;38;213;2212;187;208;0,71;58,21;46,67;0;8;France;Western Europe;"Elsevier B.V.";"2002-2024";"Chemical Engineering (miscellaneous) (Q3); Chemistry (miscellaneous) (Q3)";"Chemical Engineering; Chemistry"
2200;21101202300;"EQA";journal;"20399898, 22814485";"Department of Agricultural and Food Sciences, University of Bologna";Yes;Yes;0,209;Q3;8;36;90;1353;71;90;0,70;37,58;28,24;0;29;Italy;Western Europe;"Department of Agricultural and Food Sciences, University of Bologna";"2019-2025";"Multidisciplinary (Q3)";"Multidisciplinary"
2201;21101104475;"Experimental Results";journal;"2516712X";"Cambridge University Press";Yes;Yes;0,209;Q3;7;1;84;25;92;84;1,37;25,00;50,00;0;0;United Kingdom;Western Europe;"Cambridge University Press";"2020-2024";"Multidisciplinary (Q3)";"Multidisciplinary"
2202;4700152478;"Jornal Brasileiro de Patologia e Medicina Laboratorial";journal;"16784774, 16762444";"Brazilian Journal of Pathology and Laboratory Medicine";Yes;Yes;0,209;Q3;19;6;84;203;63;82;1,54;33,83;42,86;0;3;Brazil;Latin America;"Brazilian Journal of Pathology and Laboratory Medicine";"2001-2002, 2006-2024";"Medical Laboratory Technology (Q3); Pathology and Forensic Medicine (Q3); Clinical Biochemistry (Q4)";"Biochemistry, Genetics and Molecular Biology; Health Professions; Medicine"
2203;21100864748;"Journal of Perioperative Nursing";journal;"22091092, 22091084";"Australian College of Perioperative Nurses";Yes;Yes;0,209;Q3;7;31;80;915;50;68;0,48;29,52;73,44;0;6;Australia;Pacific Region;"Australian College of Perioperative Nurses";"2018-2024";"Advanced and Specialized Nursing (Q3); Medical and Surgical Nursing (Q3)";"Nursing"
2204;21100901047;"Pedagogia Social";journal;"19899742, 11391723";"Sociedad Iberoamericana de Pedagogia Social";Yes;Yes;0,209;Q3;8;29;85;1278;66;81;0,60;44,07;66,67;0;22;Spain;Western Europe;"Sociedad Iberoamericana de Pedagogia Social";"2018-2025";"Sociology and Political Science (Q3); Education (Q4)";"Social Sciences"
2205;21101222840;"Physical Treatments";journal;"24235830";"University of Social Welfare and Rehabilitation Sciences";Yes;Yes;0,209;Q3;5;32;84;1162;56;83;0,61;36,31;39,78;0;5;Iran;Middle East;"University of Social Welfare and Rehabilitation Sciences";"2020-2024";"Rehabilitation (Q3); Orthopedics and Sports Medicine (Q4); Physical Therapy, Sports Therapy and Rehabilitation (Q4)";"Health Professions; Medicine"
2206;20224;"Prometheus: Critical Studies in Innovation";journal;"08109028, 14701030";"Pluto Journals";Yes;Yes;0,209;Q3;30;0;56;0;40;43;0,62;0,00;0,00;0;0;United Kingdom;Western Europe;"Pluto Journals";"1983-2017, 2020-2023";"Earth-Surface Processes (Q3); Geography, Planning and Development (Q3); Management of Technology and Innovation (Q4); Research and Theory (Q4); Strategy and Management (Q4)";"Business, Management and Accounting; Earth and Planetary Sciences; Nursing; Social Sciences"
2207;21100978846;"Asia Pacific Journal of Health Management";journal;"22043136";"Australasian College of Health Service Management";Yes;Yes;0,209;Q4;10;112;262;2995;178;241;0,73;26,74;49,64;0;40;Australia;Pacific Region;"Australasian College of Health Service Management";"2018-2024";"Health Information Management (Q4); Health Policy (Q4); Public Health, Environmental and Occupational Health (Q4)";"Health Professions; Medicine"
2208;95387;"Avocetta";journal;"24209589, 04044266";"Centro Italiano Studi Ornitologici";Yes;Yes;0,209;Q4;10;18;37;785;25;32;0,57;43,61;32,14;0;7;Italy;Western Europe;"Centro Italiano Studi Ornitologici";"1996, 2008-2025";"Animal Science and Zoology (Q4); Ecology, Evolution, Behavior and Systematics (Q4)";"Agricultural and Biological Sciences"
2209;74433;"Hornero";journal;"18504884, 00733407";"Aves Argentinas - Asociacion Ornitologica del Plata";Yes;Yes;0,209;Q4;22;17;72;1882;45;69;0,52;110,71;50,53;0;7;Argentina;Latin America;"Aves Argentinas - Asociacion Ornitologica del Plata";"1995-1998, 2000-2024";"Animal Science and Zoology (Q4); Ecology, Evolution, Behavior and Systematics (Q4)";"Agricultural and Biological Sciences"
2210;21100827888;"Studia Paedagogica";journal;"18037437, 23364521";"Masaryk University, Faculty of Arts";Yes;Yes;0,209;Q4;9;6;73;286;35;71;0,41;47,67;72,73;0;2;Czech Republic;Eastern Europe;"Masaryk University, Faculty of Arts";"2017-2024";"Education (Q4)";"Social Sciences"
2211;21101028116;"Asia Pacific Scholar";journal;"24249335, 24249270";"Centre for Medical Education (CenMed) Yong Loo Lin School of Medicine National University of Singapore";Yes;Yes;0,208;Q2;7;62;163;779;81;129;0,47;12,56;48,15;0;20;Singapore;Asiatic Region;"Centre for Medical Education (CenMed) Yong Loo Lin School of Medicine National University of Singapore";"2019-2025";"Health Professions (miscellaneous) (Q2); Reviews and References (medical) (Q3); Education (Q4); Medicine (miscellaneous) (Q4)";"Health Professions; Medicine; Social Sciences"
2212;21101121669;"Clinical and Investigative Orthodontics";journal;"2770579X, 27705781";"Taylor and Francis Ltd.";Yes;Yes;0,208;Q2;16;23;83;690;53;83;0,67;30,00;34,69;0;0;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2022-2025";"Orthodontics (Q2)";"Dentistry"
2213;20222;"Narodna Umjetnost";journal;"05472504";"Institute of Ethnology and Folklore Research";Yes;Yes;0,208;Q2;11;23;55;860;20;51;0,40;37,39;75,86;0;6;Croatia;Eastern Europe;"Institute of Ethnology and Folklore Research";"1981, 2009-2024";"Arts and Humanities (miscellaneous) (Q2); Cultural Studies (Q2); Anthropology (Q3)";"Arts and Humanities; Social Sciences"
2214;21101072016;"Neofilolog";journal;"14292173, 25453971";"Polskie Towarzystwo Neofilologiczne";Yes;Yes;0,208;Q2;4;56;134;2150;32;126;0,26;38,39;76,00;0;11;Poland;Eastern Europe;"Polskie Towarzystwo Neofilologiczne";"2019-2024";"Linguistics and Language (Q2); Education (Q4)";"Social Sciences"
2215;19900191876;"Transinformacao";journal;"01033786";"Pontificia Universidade Catolica de Campinas";Yes;Yes;0,208;Q2;15;0;66;0;43;65;0,61;0,00;0,00;0;0;Brazil;Latin America;"Pontificia Universidade Catolica de Campinas";"2010-2023";"Museology (Q2); Communication (Q3); Library and Information Sciences (Q3); Information Systems (Q4)";"Arts and Humanities; Computer Science; Social Sciences"
2216;23285;"Natures Sciences Societes";journal;"12401307, 17652979";"EDP Sciences";Yes;Yes;0,208;Q3;23;22;133;744;49;115;0,23;33,82;55,71;0;12;France;Western Europe;"EDP Sciences";"1995-2025";"Agricultural and Biological Sciences (miscellaneous) (Q3); Multidisciplinary (Q3); Social Sciences (miscellaneous) (Q3); Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q4); Earth and Planetary Sciences (miscellaneous) (Q4); Environmental Science (miscellaneous) (Q4)";"Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology; Earth and Planetary Sciences; Environmental Science; Multidisciplinary; Social Sciences"
2217;21100894848;"sub\urban";journal;"21972567";"suburban eV";Yes;Yes;0,208;Q3;13;28;141;1011;39;125;0,22;36,11;74,29;0;6;Germany;Western Europe;"suburban eV";"2013-2025";"Geography, Planning and Development (Q3); Urban Studies (Q3)";"Social Sciences"
2218;12100157102;"Mastozoologia Neotropical";journal;"16660536, 03279383";"SAREM Sociedad Argentina para el Estudio de los Mamiferos";Yes;Yes;0,208;Q4;23;32;93;2090;64;82;0,67;65,31;68,53;0;11;Argentina;Latin America;"SAREM Sociedad Argentina para el Estudio de los Mamiferos";"2007-2025";"Animal Science and Zoology (Q4)";"Agricultural and Biological Sciences"
2219;21101056009;"REC: Interventional Cardiology";journal;"26047322, 26047306";"Sociedad Espanola de Cardiologia";Yes;Yes;0,208;Q4;8;69;244;1194;81;125;0,33;17,30;30,54;0;17;Spain;Western Europe;"Sociedad Espanola de Cardiologia";"2019-2024";"Cardiology and Cardiovascular Medicine (Q4)";"Medicine"
2220;21101179292;"Spiritual Psychology and Counseling";journal;"24589675";"Halil Eksi";Yes;Yes;0,208;Q4;2;18;20;1008;9;20;0,45;56,00;48,28;0;4;Turkey;Middle East;"Halil Eksi";"2023-2025";"Psychology (miscellaneous) (Q4)";"Psychology"
2221;21100928093;"Uchenye Zapiski Kazanskogo Universiteta. Seriya Fiziko-Matematicheskie Nauki";journal;"25002198, 25417746";"Kazan Federal University";Yes;Yes;0,208;Q4;8;45;64;956;27;64;0,51;21,24;35,44;0;0;Russian Federation;Eastern Europe;"Kazan Federal University";"2016-2024";"Applied Mathematics (Q4); Mathematics (miscellaneous) (Q4); Modeling and Simulation (Q4); Physics and Astronomy (miscellaneous) (Q4)";"Mathematics; Physics and Astronomy"
2222;21101047819;"Cercetari Arheologice";journal;"02556812";"National Museum of Romanian History";Yes;Yes;0,207;Q1;4;36;101;1908;16;101;0,19;53,00;20,00;0;2;Romania;Eastern Europe;"National Museum of Romanian History";"2019-2024";"History (Q1); Archeology (Q2); Archeology (arts and humanities) (Q2)";"Arts and Humanities; Social Sciences"
2223;21100467353;"Materiale si Cercetari Arheologice";journal;"00765147";"Editura Academiei Romane";Yes;Yes;0,207;Q1;7;11;37;723;12;37;0,31;65,73;20,00;0;2;Romania;Eastern Europe;"Editura Academiei Romane";"2015-2024";"History (Q1); Archeology (Q2); Archeology (arts and humanities) (Q2)";"Arts and Humanities; Social Sciences"
2224;21101071827;"Journal for Foreign Languages";journal;"23504269, 18558453";"Ljubljana University Press, Faculty of Arts";Yes;Yes;0,207;Q2;3;25;76;812;13;72;0,21;32,48;70,97;0;8;Slovenia;Eastern Europe;"Ljubljana University Press, Faculty of Arts";"2019-2024";"Linguistics and Language (Q2)";"Social Sciences"
2225;18700156710;"Studia Theologica";journal;"12128570";"Taylor and Francis Ltd.";Yes;Yes;0,207;Q2;5;45;108;3480;17;108;0,17;77,33;29,55;0;6;Czech Republic;Eastern Europe;"Taylor and Francis Ltd.";"2005-2024";"Religious Studies (Q2)";"Arts and Humanities"
2226;26210;"Advances in Horticultural Science";journal;"15921573, 03946169";"University of Florence";Yes;Yes;0,207;Q3;30;30;109;1752;98;108;0,87;58,40;40,51;0;6;Italy;Western Europe;"University of Florence";"1993-2024";"Horticulture (Q3)";"Agricultural and Biological Sciences"
2227;21100346235;"AIB Studi";journal;"22396152, 22809112";"Associazione Italiana Biblioteche";Yes;Yes;0,207;Q3;7;16;92;610;21;86;0,38;38,13;66,67;0;2;Italy;Western Europe;"Associazione Italiana Biblioteche";"2014-2024";"Library and Information Sciences (Q3)";"Social Sciences"
2228;21100798596;"Revista Facultad Nacional de Agronomia Medellin";journal;"03042847, 22487026";"Universidad Nacional de Colombia";Yes;Yes;0,207;Q3;15;38;166;1198;125;150;0,62;31,53;37,50;0;11;Colombia;Latin America;"Universidad Nacional de Colombia";"2016-2025";"Agricultural and Biological Sciences (miscellaneous) (Q3); Agronomy and Crop Science (Q3); Food Science (Q3); Forestry (Q3); Horticulture (Q3); Animal Science and Zoology (Q4)";"Agricultural and Biological Sciences"
2229;19700180555;"Vjesnik Bibliotekara Hrvatske";journal;"05071925, 13346938";"Hrvatsko Knjiznicarsko Drustvo";Yes;Yes;0,207;Q3;7;50;141;1106;42;125;0,27;22,12;86,96;0;14;Croatia;Eastern Europe;"Hrvatsko Knjiznicarsko Drustvo";"2009-2024";"Library and Information Sciences (Q3)";"Social Sciences"
2230;21101095578;"Fisheries and Aquatic Life";journal;"2545059X, 25450255";"";Yes;Yes;0,207;Q4;23;23;71;1167;55;71;0,77;50,74;42,22;0;16;Germany;Western Europe;"";"2018-2024";"Aquatic Science (Q4)";"Agricultural and Biological Sciences"
2231;21101083493;"Philippine Journal of Fisheries";journal;"0048377X, 26722836";"National Fisheries Research and Development Institute";Yes;Yes;0,207;Q4;7;30;57;1706;49;56;0,72;56,87;39,51;0;18;Philippines;Asiatic Region;"National Fisheries Research and Development Institute";"2019-2024";"Aquatic Science (Q4)";"Agricultural and Biological Sciences"
2232;21100897721;"Revista Colombiana de Educacion";journal;"23230134, 01203916";"Research Center of Universidad Pedagogica Nacional";Yes;Yes;0,207;Q4;8;72;156;3506;90;155;0,53;48,69;61,54;0;31;Colombia;Latin America;"Research Center of Universidad Pedagogica Nacional";"2018-2025";"Education (Q4)";"Social Sciences"
2233;21100875776;"Studii de Preistorie";journal;"20652534, 20652526";"Romanian Association of Archaeology";Yes;Yes;0,206;Q1;6;0;11;0;5;11;0,40;0,00;0,00;0;0;Romania;Eastern Europe;"Romanian Association of Archaeology";"2013-2015, 2017-2022";"History (Q1); Archeology (Q2); Archeology (arts and humanities) (Q2)";"Arts and Humanities; Social Sciences"
2234;4700152714;"Cadernos de Pesquisa";journal;"01001574";"Fundacao Carlos Chagas";Yes;Yes;0,206;Q2;22;54;142;2326;70;141;0,35;43,07;66,00;0;28;Brazil;Latin America;"Fundacao Carlos Chagas";"1983, 2006-2024";"Cultural Studies (Q2); Gender Studies (Q3); Education (Q4)";"Social Sciences"
2235;21101023184;"Momento";journal;"01214470, 25008013";"Universidad Nacional de Colombia";Yes;Yes;0,206;Q2;5;18;38;402;33;34;0,65;22,33;29,55;0;3;Colombia;Latin America;"Universidad Nacional de Colombia";"2019-2025";"History and Philosophy of Science (Q2); Electronic, Optical and Magnetic Materials (Q4); Geophysics (Q4); Physical and Theoretical Chemistry (Q4); Physics and Astronomy (miscellaneous) (Q4)";"Arts and Humanities; Chemistry; Earth and Planetary Sciences; Materials Science; Physics and Astronomy"
